American Express,28,רשת Arcaffe - קפה איטלקי איכותי ומאפה צרפתי מבית ארקפה בייקרי תמורת נקודות
American Express,29,סופר פארם - 50 ₪ הנחה* על מגוון מוצרי החנות תמורת נקודות
American Express,30,לונה פארק תל אביב - 1+1 לכרטיס תמורת נקודות
American Express,31,"16% הנחה להשכרת רכבים בחו""ל בחברת שלמה SIXT"
American Express,32,יס פלאנט ורב חן - 1+1 למגוון סרטים
American Express,33,100 €  הנחה לאדם בהזמנת חבילת איסתא סקי
American Express,34,"כרטיס למופע הסטנדאפ ""ערב הסטנדאפ המשובח"" ב-35 ₪ (במקום 85 ₪) תמורת נקודות"
American Express,35,אתר CLINIQUE - הנחה של 50 ₪ ברכישה מעל 200 ₪
American Express,36,רולדין - עוגת שמרים ב - 15 ₪ בלבד תמורת הטבת בונוס
American Express,37,yes - מצטרפים עכשיו ונהנים מהתקנה ללא עלות (בשווי 99 ₪)
American Express,38,ארז קליימן - הופעת סטדנאפ ב 35 ₪ לכרטיס בתוספת נקודות
American Express,39,"מוני ובראבא במופע ""שוב ביחד""  ב- 84 ₪ לכרטיס במקום ב 184 ₪ תמורת נקודות"
American Express,40,"עיסוי למשך 50 דק' כולל כניסה למתקני הספא ברשת 'הולמס פלייס ספא', בעלות 219 ₪ (במקום 290 ₪)"
American Express,41,15% הנחה למתארחים במלון 'LINK' ללילה אחד או יותר
American Express,42,18 דולר הנחה למזמינים טיסה דרך אפליקציית חוליו
American Express,43,"SIM2FLY - מגוון מחירים מיוחדים לטסים לחו""ל, גלישה ושיחות ללא הגבלה"
American Express,44,"רשת קלאסיקה - סיר סוטאז' מיוחד 28 ס""מ תוצרת גרמניה ב 199 ₪ (במקום 229 ₪ׂ)"
American Express,45,אסתי לאודר - 50 ₪  הנחה בקניה מעל 250 ₪
American Express,46,"קולנוע לב ת""א - הקרנת טרום בכורה לסרט ""החיים האלה"" והרצאה של אירי ריקין ב 10 ₪ בלבד ברכישת זוג כרטיסים"
American Express,47,"1 + 1 ב 99 ₪ לכרטיס תמורת נקודות לגן החיות ""חי כיף"", ראשון לציון"
American Express,48,1+1 ב 89 ₪  תמורת נקודות להצגה סבא אליעזר והגזר
American Express,49,MOOKI - במגוון מבצעים על מוצרי מחשוב וגאדג'ט
American Express,50,100 ₪ הנחה לכרטיס תמורת נקודות למופע הבלט הקלאסי La Bayadère
American Express,51,"כפר הנופש עין-גב- הנחות ייחודיות לחבילת נופש ""חופשה מהסרטים"""
American Express,52,LUPA - ספר תמונות כולל משלוח תמורת נקודות בלבד
American Express,53,הנחות ייחודיות על שואב אבק ומסחטת מיצים לרוכשים ב'ניופאן'
American Express,54,כרמל תיירות- הנחה של $100 לזוג על כל חבילות הנופש והטיולים המאורגנים לזנזיבר
American Express,55,"סודה סטרים-בר משקאות מתקדם SOURCE במחיר מיוחד, רק 299 ₪ (במקום 600 ₪)"
American Express,56,בית ספר למקצועות האיפור של רוית אסף-מחירים מיוחדים לסדנאות איפור ו- 30% הנחה נוספת לרכישת מוצרים מבית רוית אסף
American Express,57,עמותת רחשי לב - תרומה של 100 ₪ תמורת נקודות
American Express,58,"הבורסה לתכשיטים-צמיד משובץ יהלומים, זהב 14K במחיר 1,490 ₪"
American Express,59,ROUND TABLES - אירוע הקולינריה הבינלאומי של השנה
American Express,60,100 ₪ הנחה תמורת נקודות לכל רמות המחירים  למופע סינטרה וחברים בחיפה
American Express,61,15% הנחה למתארחים במלון 'LINK' ללילה אחד או יותר
American Express,62,18 דולר הנחה למזמינים טיסה דרך אפליקציית חוליו
American Express,63,"SIM2FLY - מגוון מחירים מיוחדים לטסים לחו""ל, גלישה ושיחות ללא הגבלה"
American Express,64,"רשת קלאסיקה - סיר סוטאז' מיוחד 28 ס""מ תוצרת גרמניה ב 199 ₪ (במקום 229 ₪ׂ)"
American Express,65,אסתי לאודר - 50 ₪  הנחה בקניה מעל 250 ₪
American Express,66,"קולנוע לב ת""א - הקרנת טרום בכורה לסרט ""החיים האלה"" והרצאה של אירי ריקין ב 10 ₪ בלבד ברכישת זוג כרטיסים"
American Express,67,"1 + 1 ב 99 ₪ לכרטיס תמורת נקודות לגן החיות ""חי כיף"", ראשון לציון"
American Express,68,1+1 ב 89 ₪  תמורת נקודות להצגה סבא אליעזר והגזר
American Express,69,MOOKI - במגוון מבצעים על מוצרי מחשוב וגאדג'ט
American Express,70,100 ₪ הנחה לכרטיס תמורת נקודות למופע הבלט הקלאסי La Bayadère
American Express,71,"כפר הנופש עין-גב- הנחות ייחודיות לחבילת נופש ""חופשה מהסרטים"""
American Express,72,LUPA - ספר תמונות כולל משלוח תמורת נקודות בלבד
American Express,73,הנחות ייחודיות על שואב אבק ומסחטת מיצים לרוכשים ב'ניופאן'
American Express,74,כרמל תיירות- הנחה של $100 לזוג על כל חבילות הנופש והטיולים המאורגנים לזנזיבר
American Express,75,"סודה סטרים-בר משקאות מתקדם SOURCE במחיר מיוחד, רק 299 ₪ (במקום 600 ₪)"
American Express,76,בית ספר למקצועות האיפור של רוית אסף-מחירים מיוחדים לסדנאות איפור ו- 30% הנחה נוספת לרכישת מוצרים מבית רוית אסף
American Express,77,עמותת רחשי לב - תרומה של 100 ₪ תמורת נקודות
American Express,78,"הבורסה לתכשיטים-צמיד משובץ יהלומים, זהב 14K במחיר 1,490 ₪"
American Express,79,ROUND TABLES - אירוע הקולינריה הבינלאומי של השנה
American Express,80,100 ₪ הנחה תמורת נקודות לכל רמות המחירים  למופע סינטרה וחברים בחיפה
American Express,81,רותם כהן - 80 ₪ הנחה לכרטיס על כל רמות המחירים תמורת נקודות
American Express,82,BUDDY GUY הופעת ג'אז - 100 ₪ הנחה לזוג כרטיסים תמורת נקודות
American Express,83,WeShoes- רוכשים ב-300 ₪ ומשלמים 200 ₪ תמורת נקודות
American Express,84,'מיקה שלי' מחזה מוסיקלי- מחירים מיוחדים לכרטיס תמורת נקודות
American Express,85,המחזמר 'אנני'- מחירים מיוחדים לכרטיס תמורת נקודות
American Express,86,1+1 לכרטיס כניסה לאטרקציה החוויתית ויראליטי תמורת נקודות
American Express,87,"JET A LIMO - הנחה בסך 13% לשירות הסעות בחו""ל"
American Express,88,"100 ₪ הנחה תמורת נקודות לכל רמות המחירים  למופע סינטרה וחברים בת""א"
American Express,89,Call Perfume - הנחה של 10%  על כל הבשמים באתר כולל כפל מבצעים
American Express,90,הוצאת עופר - מגוון ספרי ילדים בכריכה רכה תמורת נקודות בלבד
American Express,91,אדרבא מבית היוצר של מיומנה - 1+1 לכרטיס ב - 99 ₪ בתוספת נקודות
American Express,92,צביקה הדר - 1+1 לכרטיס ב - 115 ₪ בתוספת נקודות (מחיר מלא לכרטיס 115 ₪)
American Express,93,MAELYS - הנחה של 125 ₪ על כלל המוצרים באתר של מותג הקוסמטיקה
American Express,94,דרך היין - 50 ₪ הנחה ברכישת יינות מעל 100 ₪
American Express,95,אתר ווינלו - עד 90% הנחה על מוצרי עלי אקספרס + 10 ₪ הנחה לכל משתמש חדש ו - 50% תשלום בנקודות
American Express,96,ימית ספארק המים חולון - 1 + 1 לכרטיס תמורת נקודות
American Express,97,הדב הלבן – פארק חוויה בגובה - ברכישת כרטיס ילד כרטיס מבוגר בחינם תמורת נקודות
American Express,98,ICE PEAKS - היכל הקרח - 1  + 1 לכרטיס בתוספת נקודות
American Express,99,עיצובים לבנה - 20% הנחה על רכישה מעל 300 ₪
American Express,100,"""אמי הגנרלית"" בכיכובה של ציפי שביט - 1+1 לכרטיס ב - 149 ₪ (מחיר מלא 135 ₪ לכרטיס)בתוספת נקודות"
American Express,101,אלי ומריאנו - 95 ₪ (במקום 125 ₪) לכרטיס למופע הבידור
American Express,102,"גרייניק ואלתרמן ""ילדים סורגים 2"" - 80 ₪ (במקום 105 ₪) לכרטיס למופע הבידור"
American Express,103,ניקי גולדשטיין - 70 ₪ (במקום 100 ₪) לכרטיס למופע הבידור
American Express,104,מופע הסטנדאפ של קובי מימון  - 80 ₪ (במקום 125 ₪) לכרטיס
American Express,105,מופע הבידור של מוני מושונוב - 80 ₪ (במקום 115 ₪) לכרטיס
American Express,106,מופע הסטנדאפ של אבי נוסבאום - 70 ₪ (במקום 115 ₪) לכרטיס
American Express,107,עדן הראל ועודד מנשה - 65 ₪ (במקום 105 ₪) לכרטיס
American Express,108,מופע הסטנדאפ של רמי ורד - 55 ₪ (במקום 99 ₪) לכרטיס
American Express,109,מופע הסטנד-אפ של ליטל שוורץ - כרטיס ב - 70 ₪ (במקום 115 ₪)
American Express,110,מופע הבידור של מה קשור - כרטיס ב - 85 ₪ (במקום 125 ₪)
American Express,111,מופע הסטנד-אפ של מיקי גבע - כרטיס ב - 60 ₪ (במקום 95 ₪)
American Express,112,"""פעם בשנה"" - קומדיה הרומנטית - כרטיס ב - 85 ₪ (במקום 125 ₪)"
American Express,113,מופע הסטנד-אפ של שאול בדישי - כרטיס ב - 60 ₪ (במקום 85 ₪)
American Express,114,סלאח שבתי - 1+1 לכרטיס ב - 229 ₪ בתוספת נקודות (מחיר מלא לכרטיס 229 ₪)
American Express,115,אייל גולן ומשה פרץ - 80 ₪ הנחה תמורת נקודות על כל רמות המחירים למופע המשותף
American Express,116,עולם השוקולד דה קרינה - 1  + 1 לכרטיס בתוספת נקודות
American Express,117,דור חדש בשוברים - עד 200 ₪ הנחה תמורת נקודות לרוכשים שובר בילוי ופנאי
American Express,118,"התיאטרון הלאומי ""הבימה"" - 1 + 1 לכרטיס ב - 174 ₪ בתוספת נקודות"
American Express,119,טכנודע חדרה - 1  + 1 לכרטיס בתוספת נקודות
American Express,120,יינות ביתן - עד 200 ₪ הנחה תמורת נקודות על כל המוצרים כולל כפל מבצעים והנחות
American Express,121,אלי ומריאנו - 95 ₪ (במקום 125 ₪) לכרטיס למופע הבידור
American Express,122,"גרייניק ואלתרמן ""ילדים סורגים 2"" - 80 ₪ (במקום 105 ₪) לכרטיס למופע הבידור"
American Express,123,ניקי גולדשטיין - 70 ₪ (במקום 100 ₪) לכרטיס למופע הבידור
American Express,124,מופע הסטנדאפ של קובי מימון  - 80 ₪ (במקום 125 ₪) לכרטיס
American Express,125,מופע הבידור של מוני מושונוב - 80 ₪ (במקום 115 ₪) לכרטיס
American Express,126,מופע הסטנדאפ של אבי נוסבאום - 70 ₪ (במקום 115 ₪) לכרטיס
American Express,127,עדן הראל ועודד מנשה - 65 ₪ (במקום 105 ₪) לכרטיס
American Express,128,מופע הסטנדאפ של רמי ורד - 55 ₪ (במקום 99 ₪) לכרטיס
American Express,129,מופע הסטנד-אפ של ליטל שוורץ - כרטיס ב - 70 ₪ (במקום 115 ₪)
American Express,130,מופע הבידור של מה קשור - כרטיס ב - 85 ₪ (במקום 125 ₪)
American Express,131,מופע הסטנד-אפ של מיקי גבע - כרטיס ב - 60 ₪ (במקום 95 ₪)
American Express,132,"""פעם בשנה"" - קומדיה הרומנטית - כרטיס ב - 85 ₪ (במקום 125 ₪)"
American Express,133,מופע הסטנד-אפ של שאול בדישי - כרטיס ב - 60 ₪ (במקום 85 ₪)
American Express,134,סלאח שבתי - 1+1 לכרטיס ב - 229 ₪ בתוספת נקודות (מחיר מלא לכרטיס 229 ₪)
American Express,135,אייל גולן ומשה פרץ - 80 ₪ הנחה תמורת נקודות על כל רמות המחירים למופע המשותף
American Express,136,עולם השוקולד דה קרינה - 1  + 1 לכרטיס בתוספת נקודות
American Express,137,דור חדש בשוברים - עד 200 ₪ הנחה תמורת נקודות לרוכשים שובר בילוי ופנאי
American Express,138,"התיאטרון הלאומי ""הבימה"" - 1 + 1 לכרטיס ב - 174 ₪ בתוספת נקודות"
American Express,139,טכנודע חדרה - 1  + 1 לכרטיס בתוספת נקודות
American Express,140,יינות ביתן - עד 200 ₪ הנחה תמורת נקודות על כל המוצרים כולל כפל מבצעים והנחות
American Express,141,מקלט הקופים הישראלי ביער בן שמן -  1 + 1 לכרטיס בתוספת נקודות
American Express,142,טיול אופניים בפארק המעיינות - 1  + 1 לכרטיס בתוספת נקודות
American Express,143,Gett - קופון מתנה בסכום 40 ₪ תמורת נקודות לשימוש באפליקצייה
American Express,144,אטרקציית רפטינג נהר הירדן - 1+1 לכרטיס תמורת נקודות
American Express,145,שייט בקיאקים במגוון מסלולים בקייקי הגושרים - 1+1 לכרטיס תמורת נקודות
American Express,146,KSP - הנחה של 100 ₪  תמורת נקודות ברכישה מעל 200 ₪ באתר האינטרנט ובחנויות של הרשת
American Express,147,מוזיאון הרצל - 1 + 1 לכרטיס בתוספת נקודות
American Express,148,פארק השעשועים האתגרי 'האי' - 1+1  לכרטיס ב - 49 ₪ תמורת נקודות
American Express,149,מצנחי הים האדום - אבוב שכיבה - 1  + 1 לכרטיס בתוספת נקודות
American Express,150,מצנחי הים האדום - בננה - 1  + 1 לכרטיס בתוספת נקודות
American Express,151,מצנחי הים האדום - אבוב ישיבה - 1  + 1 לכרטיס בתוספת נקודות
American Express,152,החווה של חווה - 1  + 1 לכרטיס בתוספת נקודות
American Express,153,שייט בספינה וסיור ברכבת - גונדולייר - 1  + 1 לכרטיס בתוספת נקודות
American Express,154,רכבת הגונדולייר פארק הרצליה  - 1+1 לסיור זוגי (4 כרטיסים) תמורת נקודות
American Express,155,קולנוע פרימיום סינמה - 1+1 לכרטיס תמורת נקודות
American Express,156,סינמטק ירושלים - 1+1 לכרטיס תמורת נקודות למגוון סרטים
American Express,157,פארק מיני ישראל - 1  + 1 לכרטיס בתוספת נקודות
American Express,158,JETHRO TULL - עד 30% הנחה תמורת נקודות לכל רמות המחירים למופע
American Express,159,ננה מושקורי - עד 30% הנחה תמורת נקודות על כל רמות המחירים למופע
American Express,160,הקרקס החקלאי - 1  + 1 לכרטיס בתוספת נקודות
American Express,161,מדעטק חיפה - 1  + 1 לכרטיס בתוספת נקודות
American Express,162,רשת אפריל - 50 ₪ הנחה לרכישה ממגוון מוצרים תמורת נקודות
American Express,163,פארק האטרקציות 'בא-לגן' - 1  + 1 לכרטיס בתוספת נקודות
American Express,164,תיאטרון אורנה פורת - 1+1 לכרטיס בתוספת נקודות
American Express,165,"מנוי חינם* לכרטיס כניסה Priority Pass לטרקליני אח""מ בשדות תעופה בעולם למחזיקי אמריקן אקספרס FLY CARD PREMIUM"
American Express,166,"Priority Pass - כרטיס כניסה לטרקליני אח""מ בשדות תעופה בעולם"
American Express,167,"Priority Pass - כרטיס כניסה לטרקליני אח""מ בשדות תעופה בעולם ללקוחות סנטוריון ופלטינה"
American Express,168,אתר הספורט והנופש מרכז קנדה במטולה - 1 + 1 לכרטיס בתוספת נקודות
American Express,169,אקשן פארק - 1  + 1 לכרטיס בתוספת נקודות
American Express,170,פארק השעשועים קיפצובה - 1  + 1 לכרטיס בתוספת נקודות
American Express,171,'דור חדש של שוברים' - שובר חגיגה פרימיום למגוון פעילויות תמורת נקודות
American Express,172,"אירוח זוגי ללילה תמורת נקודות  - 27,900 לכלל הלקוחות - 6,900 לפרימיום"
American Express,173,דור חדש בשוברים - שובר חבילת ספא מלכותית ומפנקת תמורת נקודות
American Express,174,דור חדש בשוברים - שובר פרימיום למסעדות שף מובילות תמורת נקודות
American Express,175,דור חדש בשוברים - שובר לארוחת ערב זוגית מלאה תמורת נקודות במסעדות מובילות כשרות וכשרות למהדרין
American Express,176,ארוחה עסקית פרימיום ליחיד תמורת נקודות במסעדות שף מובילות
American Express,177,חוף חנניה אילת מסלול ז'ול וורן - 1  + 1 לכרטיס בתוספת נקודות
American Express,178,דבורת התבור - חוויה מתוקה לכל המשפחה - 1  + 1 לכרטיס בתוספת נקודות
American Express,179,מעלית הזמן בירושלים - 1  + 1 לכרטיס בתוספת נקודות
American Express,180,100 $ לרכישת תכשיטי יוקרה תמורת נקודות ברשת ה.שטרן
American Express,181,צוק מנרה - 1+1  לכרטיס לכניסה לרכבל תמורת נקודות
American Express,182,מוזיאוני חיפה - כרטיס שני חינם תמורת נקודות
American Express,183,פיצה האט - פיצה משפחתית תמורת נקודות
American Express,184,אוטופיה - 1+1 לכרטיס כניסה לפארק תמורת נקודות
American Express,185,1+1 לפארק השעשועים סופרלנד תמורת נקודות
American Express,186,"לקוחות הפלטינה נהנים מ- 18% הנחה להשכרת רכבים בחו""ל בשלמה SIXT"
American Express,187,תכנית המרת נקודות לחברת התעופה אל על
American Express,188,תכנית המרת נקודות Flying Blue לחברות התעופה Air France ו- KLM
American Express,189,תכנית המרת נקודות לחברת התעופה Delta Airlines
American Express,190,תכנית המרת נקודות לרשת המלונות הילטון
American Express,191,תכנית המרת נקודות Starwood Preferred Guest
American Express,192,תכנית המרת נקודות לחברת התעופה Alitalia
American Express,193,סינמה סיטי - 1+1 על כל הסרטים
American Express,194,"סינמה סיטי - 1+1 על כל הסרטים ללקוחות סנטוריון,פלטינה ו-FlyCard פרימיום"
American Express,195,סינמה סיטי - 1+1 תמורת נקודות על כל הסרטים
American Express,196,גלובוס מקס - 1+1 תמורת נקודות
American Express,197,"קולנוע יס פלאנט ורב חן ללקוחות פרימיום - 1+1 למגוון סרטים ללקוחות סנטוריון,פלטינה ו-FlyCard פרימיום"
American Express,198,קולנוע לב - 1+1 תמורת נקודות
American Express,199,"""דרך העץ"" - ברכישת כרטיס ילד כרטיס מבוגר בחינם תמורת נקודות"
American Express,200,1+1 לאתר ההחלקה על הקרח iskate תמורת נקודות
